ID	chrom	loc.start	loc.end	num.mark	seg.mean
X18	chr17	78576545	79418172	18	-0.1864
X18	chr17	79483935	81045215	58	0.0085
X18	chr18	84355	77960272	398	0.0462
X18	chr19	65865	24345699	703	0.0673
X18	chr19	28230168	59098019	990	-0.6213
X18	chr2	42842	243062105	1749	0.0456
X18	chr20	72813	62933111	732	0.0172
X18	chr21	9825921	48110916	387	0.06
X18	chr22	16112745	24344043	276	0.0226
X18	chr22	24348619	24380406	3	-0.5888
X18	chr22	24393918	25048123	17	0.0698
X18	chr22	25082390	25108374	2	0.7413
X18	chr22	25142844	51217556	393	0.0208
X18	chr3	344684	197951774	1579	0.0463
X18	chr4	70639	191012789	1055	0.055
X18	chr5	165229	180794766	1127	0.0612
X18	chr6	106387	135927841	1234	0.06
X18	chr6	135940806	135957537	2	1.0925
X18	chr6	136344773	170949159	216	0.0563
X18	chr7	246840	159025096	1332	0.0637
X18	chr8	116546	11967461	127	0.0185
X18	chr8	11990939	12032897	4	1.0842
X18	chr8	12038217	146279590	825	0.045
X18	chr9	13254	39888092	299	0.0731
X18	chr9	40074427	40383149	2	1.1486
X18	chr9	40703414	141125040	793	0.0387
X18	chrX	206506	155256585	1221	0.0589
X18	chrY	2655318	59001513	175	-0.4204
X19	chr1	13140	753982	10	0.1605
X19	chr1	762244	142660383	1372	-0.7928
X19	chr1	142688652	249207270	1265	0.1193
X19	chr10	106465	135515797	1146	-0.0513
X19	chr11	87117	134265105	1708	0.1269
X19	chr12	92834	133803789	1281	0.118
X19	chr13	19050450	115097228	720	0.1591
X19	chr14	19401796	107283036	1154	-0.0713
X19	chr15	20170136	25351709	101	0.0911
X19	chr15	25353457	25496046	44	-0.1319
X19	chr15	25514967	102518028	807	0.0932
X19	chr16	62823	90206715	1015	0.1204
X19	chr17	18618	81045215	1450	0.1148
X19	chr18	84355	77960272	398	0.1327
X19	chr19	65865	24345699	703	0.1657
X19	chr19	28230168	59098019	990	-0.7624
X19	chr2	42842	243062105	1749	0.1148
X19	chr20	72813	62933111	732	-0.0539
X19	chr21	9825921	48110916	387	0.1425
X19	chr22	16112745	17694831	40	0.0976
X19	chr22	17742686	18585819	13	0.4594
X19	chr22	18587297	24344043	223	0.072
X19	chr22	24348619	24380406	3	-0.5374
X19	chr22	24393918	51217556	412	0.1046
X19	chr3	344684	197951774	1579	0.1166
X19	chr4	70639	3950316	70	-0.8104
X19	chr4	4128841	4148666	2	-2.3524
X19	chr4	4158709	9161099	51	-0.8107
X19	chr4	9213179	9360905	21	-1.1824
X19	chr4	9365651	190946959	900	-0.7584
X19	chr4	190959312	191012789	11	-0.0996
X19	chr5	165229	180794766	1127	0.1245
X19	chr6	106387	170949159	1452	0.1261
X19	chr7	246840	159025096	1332	0.1365
X19	chr8	116546	146279590	956	0.1345
X19	chr9	13254	2782355	14	0.0893
X19	chr9	2980240	39888092	285	-0.7575
X19	chr9	40074427	42389856	13	0.0629
X19	chr9	42438536	43165962	12	-0.4462
X19	chr9	43400651	141125040	770	0.1009
X19	chrX	206506	155256585	1221	-0.0479
X19	chrY	2655318	59001513	175	-0.4326
X20	chr1	13140	368137	6	-0.0706
X20	chr1	565541	3704926	90	0.2019
X20	chr1	3751211	38263141	529	0.0521
X20	chr1	38271236	149825008	849	-0.0575
X20	chr1	149829160	156896664	261	0.0577
X20	chr1	156905979	249207270	912	-0.0422
X20	chr10	106465	135515797	1146	-0.6112
X20	chr11	87117	3995098	125	0.1914
X20	chr11	4138021	19296451	276	-0.0692
X20	chr11	19404296	19536940	3	0.7413
X20	chr11	19596888	20179930	5	0.1256
X20	chr11	20395280	44075529	98	-0.0839
X20	chr11	44096623	47651521	53	0.079
X20	chr11	47709042	60296540	240	-0.1581
X20	chr11	60418915	61906040	44	0.0697
X20	chr11	61959349	62098851	6	-0.1983
X20	chr11	62132901	62343039	6	-0.0042
X20	chr11	62351083	62455622	13	0.1608
X20	chr11	62467532	63488140	30	-0.0059
X20	chr11	63531738	70125215	205	0.1586
X20	chr11	70130118	134265105	604	-0.0432
X20	chr12	92834	8434284	138	0.0547
X20	chr12	8498990	47581634	256	-0.1296
X20	chr12	47604960	54801144	194	0.0365
X20	chr12	54858560	113432864	494	-0.0696
X20	chr12	113515173	133803789	199	0.0297
X20	chr13	19050450	115097228	720	-0.0216
X20	chr14	19401796	19897138	8	0.1567
X20	chr14	20001915	22788871	138	-0.1019
X20	chr14	22891697	23013047	67	-0.7561
X20	chr14	23014011	29262201	100	-0.5525
X20	chr14	30353395	32144796	14	-0.2103
X20	chr14	32545312	33838760	4	-0.7333
X20	chr14	34518904	101381721	534	-0.0323
X20	chr14	101391195	101515935	65	-0.2761
X20	chr14	101518822	101533099	14	-0.0835
X20	chr14	101537761	106494366	123	0.0911
X20	chr14	106512006	107283036	87	-0.1604
X20	chr15	20170136	25146332	71	-0.0573
X20	chr15	25154524	25490665	71	-0.1913
X20	chr15	25492532	102518028	810	-0.0196
X20	chr16	62823	3197092	169	0.1973
X20	chr16	3254717	3489823	11	-0.0676
X20	chr16	3515287	8620903	41	0.1622
X20	chr16	8727810	27676572	172	0.002
X20	chr16	27936840	31510711	129	0.1643
X20	chr16	31539654	84195619	403	4e-04
X20	chr16	84216063	90206715	90	0.1568
X20	chr17	18618	8246273	239	0.0877
X20	chr17	8275992	67475155	972	0.0105
X20	chr17	68055827	81045215	239	0.1361
X20	chr18	84355	77960272	398	-0.0634
X20	chr19	65865	6815051	224	0.2227
X20	chr19	6914023	7078717	7	-0.2119
X20	chr19	7203155	8841843	50	0.1902
X20	chr19	8931692	9885404	34	-0.1352
X20	chr19	9929717	11687649	71	0.2073
X20	chr19	11700069	12732233	31	-0.2187
X20	chr19	12767440	14679882	67	0.2074
X20	chr19	14707932	16163119	51	0.0107
X20	chr19	16195822	19765254	111	0.1883
X20	chr19	19786961	24345699	57	-0.1839
X20	chr19	28230168	36642797	122	0.1049
X20	chr19	36705173	38386390	35	-0.1355
X20	chr19	38548440	39947053	51	0.2252
X20	chr19	39977737	40585952	17	-0.0471
X20	chr19	40709566	41932949	47	0.147
X20	chr19	41941922	42370491	14	-0.0327
X20	chr19	42383314	43028893	21	0.219
X20	chr19	43038421	43807999	24	-0.1822
X20	chr19	43862645	44315719	19	0.1621
X20	chr19	44342375	45019770	23	-0.1668
X20	chr19	45082582	51892685	286	0.1877
X20	chr19	51903394	52152489	13	-0.039
X20	chr19	52192662	52277894	8	0.1394
X20	chr19	52313929	54266334	108	-0.2228
X20	chr19	54271516	54695687	24	0.1917
X20	chr19	54728736	55488504	37	0.0466
X20	chr19	55537352	56203908	39	0.2167
X20	chr19	56234783	58501569	72	-0.124
X20	chr19	58530625	59098019	30	0.1457
X20	chr2	42842	27716431	185	0.0183
X20	chr2	27733131	217021606	1293	-0.0618
X20	chr2	217179669	243062105	271	0.0409
X20	chr20	72813	61637859	682	-5e-04
X20	chr20	61666974	62933111	50	0.2209
X20	chr21	9825921	44840701	306	-0.0488
X20	chr21	44870127	48110916	81	0.1909
X20	chr22	16112745	16338208	5	-0.0514
X20	chr22	16350637	26957069	313	-0.5159
X20	chr22	27004647	32036447	76	0.0434
X20	chr22	32109184	43321284	201	-0.5192
X20	chr22	43460478	51217556	96	0.0726
X20	chr3	344684	48428187	423	-0.0207
X20	chr3	48458427	48833654	18	0.1354
X20	chr3	48887209	49099468	12	0.5292
X20	chr3	49137959	50712552	59	0.1165
X20	chr3	50824910	197951774	1067	-0.0498
X20	chr4	70639	9270141	136	0.052
X20	chr4	9327687	191012789	919	-0.0825
X20	chr5	165229	6585430	44	0.0709
X20	chr5	6616378	133545929	597	-0.0886
X20	chr5	133561495	180794766	486	2e-04
X20	chr6	106387	29364932	298	-0.0567
X20	chr6	29385530	45463990	447	0.0473
X20	chr6	45958088	170949159	707	-0.0777
X20	chr7	246840	99670913	748	0.7212
X20	chr7	99688200	102326599	91	0.9018
X20	chr7	102419545	142480240	309	0.6679
X20	chr7	142486899	142494949	7	1.3333
X20	chr7	142495163	142648984	8	0.8279
X20	chr7	142723763	148751159	66	0.6473
X20	chr7	148777304	159025096	103	0.8011
X20	chr8	116546	467792	6	-0.6653
X20	chr8	626426	7105061	28	0.0202
X20	chr8	7115931	7146695	5	1.1386
X20	chr8	7154041	10516778	60	0.0092
X20	chr8	10524534	14710983	56	-1.5378
X20	chr8	15449441	33580210	148	-0.6117
X20	chr8	35373521	41848252	49	0.357
X20	chr8	42019827	49297379	36	-0.1556
X20	chr8	49635609	50653328	5	0.752
X20	chr8	51264513	56364884	19	0.4185
X20	chr8	56647474	72361250	84	-0.1088
X20	chr8	72755243	75921771	21	0.2954
X20	chr8	76186307	77499474	5	0.7629
X20	chr8	77515781	131260129	292	-0.0581
X20	chr8	131923609	134420860	13	0.3463
X20	chr8	134525637	140664190	10	-0.0841
X20	chr8	140944803	144240729	36	0.5542
X20	chr8	144297056	146279590	83	0.2197
X20	chr9	13254	117327	3	-0.0472
X20	chr9	155010	21013470	92	-0.6508
X20	chr9	21077523	22057936	34	-1.6411
X20	chr9	22451289	30689686	19	-0.6934
X20	chr9	30774096	32632559	12	-0.059
X20	chr9	32785447	33618132	18	0.5091
X20	chr9	33624877	34106891	14	0.2099
X20	chr9	34109567	34835437	23	0.6237
X20	chr9	34892418	35650114	21	0.163
X20	chr9	35659904	36933687	37	-0.0898
X20	chr9	37239341	38580611	20	-0.6545
X20	chr9	38622729	70918638	91	0.0278
X20	chr9	70971436	75775991	34	0.4629
X20	chr9	77210187	100216319	164	-0.0335
X20	chr9	100313746	116122667	131	0.3356
X20	chr9	116137489	117391094	16	0.5692
X20	chr9	117557660	128334592	92	-0.0489
X20	chr9	128358427	138942757	185	0.1636
X20	chr9	139008579	141125040	88	0.5676
X20	chrX	206506	39520522	217	-0.0201
X20	chrX	39646888	39724910	4	-1.4155
X20	chrX	39972825	155256585	1000	-0.0432
X20	chrY	2655318	59001513	175	0.0018
X7.1	chr1	13140	120533208	1375	-0.0694
X7.1	chr1	120846718	144363854	17	0.3238
X7.1	chr1	144612474	152552418	170	-0.0409
X7.1	chr1	152573350	152586430	2	-3.5339
X7.1	chr1	152595444	153004527	22	-0.1263
X7.1	chr1	153013304	153078313	4	0.7593
X7.1	chr1	153085290	226766708	822	-0.0644
X7.1	chr1	226853554	226860322	2	1.4535
X7.1	chr1	226873207	249207270	233	-0.0471
X7.1	chr10	106465	135515797	1146	-0.0489
X7.1	chr11	87117	19296451	401	-0.0635
X7.1	chr11	19404296	19526497	2	1.1806
X7.1	chr11	19536940	55340070	222	-0.0765
X7.1	chr11	55371352	55451282	5	-3.1019
X7.1	chr11	55482790	134265105	1078	-0.0763
X7.1	chr12	92834	133803789	1281	-0.0871
X7.1	chr13	19050450	56573958	409	-0.0063
X7.1	chr13	57716562	57742841	5	1.4208
X7.1	chr13	57889458	115097228	306	0.0884
X7.1	chr14	19401796	20425243	24	0.3495
X7.1	chr14	20444210	107283036	1130	-0.0868
X7.1	chr15	20170136	20193139	4	-0.1305
X7.1	chr15	20210059	22707023	40	-0.8369
X7.1	chr15	22710162	102518028	908	-0.0779
X7.1	chr16	62823	32077532	534	-0.0581
X7.1	chr16	32157000	33263115	18	0.2585
X7.1	chr16	33495231	90206715	463	-0.0685
X7.1	chr17	18618	44395640	914	-0.0724
X7.1	chr17	44507364	44625578	3	-0.8473
X7.1	chr17	44638178	70125716	302	-0.0828
X7.1	chr17	70477937	70623566	2	0.9304
X7.1	chr17	70865469	81045215	229	-0.0641
X7.1	chr18	84355	77960272	398	-0.075
X7.1	chr19	65865	43434808	1023	-0.0812
X7.1	chr19	43454097	43785777	10	0.4064
X7.1	chr19	43807999	59098019	660	-0.0909
X7.1	chr2	42842	243062105	1749	-0.0609
X7.1	chr20	72813	62933111	732	0.4551
X7.1	chr21	9825921	48110916	387	-0.0152
X7.1	chr22	16112745	51217556	691	-0.0396
X7.1	chr3	344684	197951774	1579	-0.0492
X7.1	chr4	70639	69338244	389	-0.0569
X7.1	chr4	69379262	69418573	2	-2.4051
X7.1	chr4	69524347	191012789	664	-0.0883
X7.1	chr5	165229	101771103	490	-0.0922
X7.1	chr5	101935182	101976061	2	1.2706
X7.1	chr5	102228247	180794766	635	-0.0855
X7.1	chr6	106387	53724107	817	-0.079
X7.1	chr6	53867819	53919249	2	1.3058
X7.1	chr6	53962929	170949159	633	-0.0892
X7.1	chr7	246840	159025096	1332	0.7017
X7.1	chr8	116546	7105061	34	-0.0282
X7.1	chr8	7115931	7146695	5	1.4076
X7.1	chr8	7154041	7398561	14	-0.1827
X7.1	chr8	7430747	7612709	11	0.7177
X7.1	chr8	7620357	7753192	11	-0.0423
X7.1	chr8	7798065	8097857	12	0.617
X7.1	chr8	8560532	11852256	38	-0.0581
X7.1	chr8	11891638	12554299	20	0.3155
X7.1	chr8	12561070	128099131	651	-0.067
X7.1	chr8	128206673	128225722	2	1.9609
X7.1	chr8	128398223	146279590	158	-0.0168
X7.1	chr9	13254	21867094	124	-0.0685
X7.1	chr9	21967437	22012344	4	-3.372
X7.1	chr9	22057936	38622729	166	-0.0988
X7.1	chr9	39028278	70971436	91	0.2165
X7.1	chr9	71044600	141125040	709	-0.0666
X7.1	chrX	206506	144332990	1048	0.8118
X7.1	chrX	144903355	145109351	8	-0.2305
X7.1	chrX	145891614	155256585	165	0.829
X7.1	chrY	2655318	8287386	27	0.7979
X7.1	chrY	8668387	9366890	15	1.435
X7.1	chrY	9379467	59001513	133	0.8745
X7.2	chr1	13140	23285683	371	0.0203
X7.2	chr1	23339835	119985166	988	-0.077
X7.2	chr1	120013135	121285867	22	0.0714
X7.2	chr1	142660383	144363854	11	0.4719
X7.2	chr1	144612474	152552418	170	-0.0233
X7.2	chr1	152573350	152586430	2	-1.6147
X7.2	chr1	152595444	204005984	647	-0.0452
X7.2	chr1	204069553	205219887	16	1.3499
X7.2	chr1	205281035	226766708	185	-0.0653
X7.2	chr1	226853554	226860322	2	1.3765
X7.2	chr1	226873207	249207270	233	-0.0338
X7.2	chr10	106465	135515797	1146	-0.0422
X7.2	chr11	87117	4168018	128	0.0867
X7.2	chr11	4254807	19296451	273	-0.0883
X7.2	chr11	19404296	19536940	3	1.2485
X7.2	chr11	19596888	55340070	221	-0.0841
X7.2	chr11	55371352	55418847	3	-2.0316
X7.2	chr11	55433142	60296540	172	-0.142
X7.2	chr11	60418915	73210383	356	0.0048
X7.2	chr11	73291430	134265105	552	-0.0767
X7.2	chr12	92834	8315933	133	-0.0422
X7.2	chr12	8350776	8498990	6	0.4914
X7.2	chr12	8512040	127396724	1094	-0.0904
X7.2	chr12	128418007	128429922	2	1.1787
X7.2	chr12	128729084	133803789	46	-0.0358
X7.2	chr13	19050450	56573958	409	-0.0068
X7.2	chr13	57716562	57742841	5	1.4386
X7.2	chr13	57889458	115097228	306	0.1091
X7.2	chr14	19401796	20389279	22	0.229
X7.2	chr14	20404304	23103194	196	-0.1624
X7.2	chr14	23171813	34916778	116	-0.0236
X7.2	chr14	34997025	36523961	21	-0.1684
X7.2	chr14	36587063	36625494	2	1.2526
X7.2	chr14	36778826	107122328	780	-0.0811
X7.2	chr14	107131296	107283036	17	-0.3405
X7.2	chr15	20170136	20193139	4	-0.148
X7.2	chr15	20210059	22675194	38	-0.6744
X7.2	chr15	22692108	23931507	24	-0.2199
X7.2	chr15	24234450	24817780	3	0.822
X7.2	chr15	24924567	66848917	501	-0.1082
X7.2	chr15	67034452	102518028	382	-0.0133
X7.2	chr16	62823	3073454	160	0.0848
X7.2	chr16	3075892	32077532	374	-0.0188
X7.2	chr16	32157000	33263115	18	0.3057
X7.2	chr16	33495231	85944312	395	-0.0568
X7.2	chr16	86284268	86525420	3	0.6421
X7.2	chr16	86546104	90206715	65	0.08
X7.2	chr17	18618	19349707	396	-0.0246
X7.2	chr17	19440522	34569199	209	-0.0948
X7.2	chr17	34624786	34777020	5	0.5112
X7.2	chr17	34848813	44395640	304	-0.0678
X7.2	chr17	44507364	44799240	6	-0.5999
X7.2	chr17	44875196	68237683	295	-0.0827
X7.2	chr17	69146117	71159336	8	0.4039
X7.2	chr17	71164168	81045215	227	0.0091
X7.2	chr18	84355	54508701	286	-0.0804
X7.2	chr18	54700569	54730581	2	1.1644
X7.2	chr18	54815912	77960272	110	-0.0893
X7.2	chr19	65865	8447413	270	0.0228
X7.2	chr19	8454219	9939679	47	-0.1811
X7.2	chr19	9953145	11773986	71	-0.0172
X7.2	chr19	11777364	12732233	29	-0.1881
X7.2	chr19	12767440	14732750	69	0.018
X7.2	chr19	14765384	15052780	12	-0.1899
X7.2	chr19	15097324	19765254	148	-0.0017
X7.2	chr19	19786961	24345699	57	-0.2498
X7.2	chr19	28230168	36642797	122	-0.0056
X7.2	chr19	36705173	38386390	35	-0.2235
X7.2	chr19	38548440	52067606	511	-0.0111
X7.2	chr19	52083771	54276147	122	-0.2152
X7.2	chr19	54290962	56203908	98	0.0108
X7.2	chr19	56234783	58501569	72	-0.1301
X7.2	chr19	58530625	59098019	30	0.0686
X7.2	chr2	42842	8821779	33	0.2333
X7.2	chr2	8921584	145211897	1023	-0.0513
X7.2	chr2	145277361	145682875	2	1.207
X7.2	chr2	147345945	243062105	691	-0.0704
X7.2	chr20	72813	62933111	732	0.4867
X7.2	chr21	9825921	48110916	387	-0.0027
X7.2	chr22	16112745	51217556	691	0.0024
X7.2	chr3	344684	197951774	1579	-0.0452
X7.2	chr4	70639	69338244	389	-0.029
X7.2	chr4	69379262	69418573	2	-1.5989
X7.2	chr4	69524347	191012789	664	-0.0802
X7.2	chr5	165229	101771103	490	-0.0909
X7.2	chr5	101935182	101976061	2	1.2349
X7.2	chr5	102228247	180794766	635	-0.068
X7.2	chr6	106387	170949159	1452	-0.0569
X7.2	chr7	246840	159025096	1332	0.6603
X7.2	chr8	116546	7105061	34	0.1313
X7.2	chr8	7115931	7131175	3	1.5044
X7.2	chr8	7139029	12486375	106	0.2024
X7.2	chr8	12542162	126070292	644	-0.0782
X7.2	chr8	126241641	146279590	169	0.1081
X7.2	chr9	13254	21867094	124	-0.0733
X7.2	chr9	21967437	22012344	4	-1.1666
X7.2	chr9	22057936	38622729	166	-0.0745
X7.2	chr9	39028278	70971436	91	0.2212
X7.2	chr9	71044600	136235647	576	-0.0691
X7.2	chr9	136257168	141125040	133	0.0737
X7.2	chrX	206506	144332990	1048	0.6443
X7.2	chrX	144903355	145895934	10	-0.9182
X7.2	chrX	146271263	155256585	163	0.7108
X7.2	chrY	2655318	8287386	27	0.6984
X7.2	chrY	8668387	9338832	13	1.4071
X7.2	chrY	9359857	59001513	135	0.7414
X8.2	chr1	13140	22983643	367	-0.1172
X8.2	chr1	23046050	118612165	982	0.0217
X8.2	chr1	119157612	149553395	114	-0.2497
X8.2	chr1	149676293	152384229	95	-0.0167
X8.2	chr1	152483986	152815901	22	-0.6712
X8.2	chr1	152854158	249207270	1067	0.0095
X8.2	chr10	106465	135515797	1146	-0.1146
X8.2	chr11	87117	1313242	54	-0.077
X8.2	chr11	1447524	4360184	80	-0.3112
X8.2	chr11	4389054	6942734	135	0.1227
X8.2	chr11	6976749	67439152	798	-0.0322
X8.2	chr11	67481324	67693512	5	-0.7986
X8.2	chr11	67742235	71199654	41	-0.0684
X8.2	chr11	71238761	71614683	16	-0.5755
X8.2	chr11	71674195	89447253	147	-0.0416
X8.2	chr11	89486548	89819690	14	-0.521
X8.2	chr11	89895372	134265105	418	-0.0367
X8.2	chr12	92834	133803789	1281	-0.0752
X8.2	chr13	19050450	115097228	720	-0.1214
X8.2	chr14	19401796	22947892	160	-0.0048
X8.2	chr14	22948540	23014011	54	0.2406
X8.2	chr14	23018772	101341405	643	-0.0725
X8.2	chr14	101347400	101532288	86	0.2812
X8.2	chr14	101533099	106437088	120	-0.2186
X8.2	chr14	106452920	107131296	75	-0.6406
X8.2	chr14	107136839	107283036	16	-0.1158
X8.2	chr15	20170136	24924567	70	-0.3631
X8.2	chr15	25146332	25414653	33	0.0595
X8.2	chr15	25415910	28461742	55	-0.2685
X8.2	chr15	28560950	32894469	56	-0.5532
X8.2	chr15	32919747	82566211	547	-0.1087
X8.2	chr15	82608927	83201647	19	-0.6209
X8.2	chr15	83207409	102518028	172	-0.1305
X8.2	chr16	62823	31906873	531	-0.135
X8.2	chr16	32046410	33965501	32	-0.6847
X8.2	chr16	34290720	85944312	384	-0.0711
X8.2	chr16	86284268	88767866	26	-0.337
X8.2	chr16	88777332	89958896	30	-0.1129
X8.2	chr16	89982956	90206715	12	0.2126
X8.2	chr17	18618	81045215	1450	-0.1095
X8.2	chr18	84355	77960272	398	-0.0869
X8.2	chr19	65865	19877703	649	-0.1559
X8.2	chr19	19914604	24112819	51	-0.774
X8.2	chr19	24118498	59098019	993	-0.1428
X8.2	chr2	42842	89161416	614	0.0083
X8.2	chr2	89185291	95499909	86	-0.5474
X8.2	chr2	95539876	97694545	43	-0.2025
X8.2	chr2	97712476	98443862	19	-0.4932
X8.2	chr2	98492593	103406859	49	0.119
X8.2	chr2	105012099	105485504	8	-0.597
X8.2	chr2	105685429	130738773	148	-0.063
X8.2	chr2	130765234	133246394	55	-0.4186
X8.2	chr2	133289139	243062105	727	0.0038
X8.2	chr20	72813	61666974	683	-0.0996
X8.2	chr20	61677289	61809895	4	-1.3448
X8.2	chr20	61837183	62933111	45	-0.1398
X8.2	chr21	9825921	15439027	32	-0.4712
X8.2	chr21	15516190	44591016	272	-0.0968
X8.2	chr21	44747108	48110916	83	-0.3326
X8.2	chr22	16112745	20126254	95	-0.2263
X8.2	chr22	20194983	23264984	154	-0.3844
X8.2	chr22	23439882	51217556	442	-0.0959
X8.2	chr3	344684	75382961	693	0.012
X8.2	chr3	75397461	75724998	14	-0.7174
X8.2	chr3	75787472	125280818	267	0.0502
X8.2	chr3	125422674	125652000	9	-0.7464
X8.2	chr3	125695142	197951774	596	-0.0338
X8.2	chr4	70639	3769163	66	-0.125
X8.2	chr4	3891529	4176505	8	-0.6783
X8.2	chr4	4209573	8607937	45	-0.0207
X8.2	chr4	8860672	9914668	37	-0.5312
X8.2	chr4	10080275	189309722	881	0.0436
X8.2	chr4	189462047	191012789	18	-0.4281
X8.2	chr5	165229	180794766	1127	0.0095
X8.2	chr6	106387	29409064	301	1e-04
X8.2	chr6	29428531	29976046	43	-0.5046
X8.2	chr6	29999102	170949159	1108	-0.0029
X8.2	chr7	246840	6850083	84	-0.1586
X8.2	chr7	6875238	6975274	6	-0.78
X8.2	chr7	7106635	57023531	348	-0.0136
X8.2	chr7	57068225	76671177	152	-0.2212
X8.2	chr7	76732318	100491104	209	0.0101
X8.2	chr7	100579152	102326599	40	-0.427
X8.2	chr7	102419545	104654320	21	-0.1063
X8.2	chr7	104704717	141954920	244	0.061
X8.2	chr7	141989251	159025096	228	-0.1349
X8.2	chr8	116546	6845971	27	-0.1194
X8.2	chr8	6865033	12663776	123	-0.4158
X8.2	chr8	12846081	86384901	420	-0.0634
X8.2	chr8	86555829	86840004	8	-0.8199
X8.2	chr8	87080726	146279590	378	-0.062
X8.2	chr9	13254	42438536	313	-0.0762
X8.2	chr9	42470278	70971436	72	-0.3551
X8.2	chr9	71044600	137635153	595	-0.0734
X8.2	chr9	137741179	137742620	7	-0.7587
X8.2	chr9	137776289	141125040	107	-0.1222
X8.2	chrX	206506	155256585	1221	-0.0271
X8.2	chrY	2655318	13510479	54	-0.3306
X8.2	chrY	14093003	17514248	22	0.0335
X8.2	chrY	17682153	20624529	10	-0.3555
X8.2	chrY	20670708	23546543	22	0.184
X8.2	chrY	23560174	59001513	67	-0.2604
X8.3	chr1	13140	8953839	140	-0.1268
X8.3	chr1	9020538	117085409	1191	0.0086
X8.3	chr1	117102689	152384229	227	-0.1203
X8.3	chr1	152483986	153004527	28	-0.5898
X8.3	chr1	153013304	249207270	1061	0.0225
X8.3	chr10	106465	135515797	1146	-0.4226
X8.3	chr11	87117	4360184	134	-0.1349
X8.3	chr11	4389054	6942734	135	0.1301
X8.3	chr11	6976749	28242424	168	-0.0846
X8.3	chr11	30034929	32964793	19	2.7673
X8.3	chr11	33046269	34989757	22	-0.476
X8.3	chr11	35207183	48649571	106	0.0029
X8.3	chr11	48970346	49428004	8	-0.6808
X8.3	chr11	49431913	71199654	521	-0.0348
X8.3	chr11	71238761	71380954	10	-0.5644
X8.3	chr11	71457507	80364752	110	0.0142
X8.3	chr11	81601830	88969773	39	-0.191
X8.3	chr11	89027163	89819690	18	-0.6596
X8.3	chr11	89895372	134265105	418	-0.0564
X8.3	chr12	92834	54385576	571	-0.1134
X8.3	chr12	54389081	54430264	7	-0.7913
X8.3	chr12	54570653	133803789	703	-0.0535
X8.3	chr13	19050450	115097228	720	-0.0407
X8.3	chr14	19401796	24807239	294	-0.0083
X8.3	chr14	24841844	74946871	358	-0.1347
X8.3	chr14	74949913	101286557	201	-0.032
X8.3	chr14	101318775	101532288	90	0.2081
X8.3	chr14	101533099	106437088	120	-0.1542
X8.3	chr14	106452920	107131296	75	-0.7006
X8.3	chr14	107136839	107283036	16	-0.07
X8.3	chr15	20170136	23807243	63	-0.3807
X8.3	chr15	23841759	25346767	37	0.0223
X8.3	chr15	25351709	32894469	114	-0.4637
X8.3	chr15	32919747	102518028	738	-0.125
X8.3	chr16	62823	31875575	530	-0.0951
X8.3	chr16	31906873	33965501	33	-0.622
X8.3	chr16	34290720	58754648	140	-0.1095
X8.3	chr16	58810955	68368671	84	0.1072
X8.3	chr16	68437411	89958896	216	-0.0995
X8.3	chr16	89982956	90206715	12	0.256
X8.3	chr17	18618	81045215	1450	0.0468
X8.3	chr18	84355	77960272	398	-0.1011
X8.3	chr19	65865	19877703	649	-0.1195
X8.3	chr19	19914604	24264465	53	-0.9626
X8.3	chr19	24345699	29458909	4	0.3204
X8.3	chr19	29701310	54182298	745	-0.1181
X8.3	chr19	54183235	54271516	41	-0.4309
X8.3	chr19	54276147	55808670	73	-0.1154
X8.3	chr19	55834792	56150608	22	-0.3479
X8.3	chr19	56151906	58885706	92	-0.159
X8.3	chr19	58898181	59098019	14	0.3276
X8.3	chr2	42842	89161416	614	2e-04
X8.3	chr2	89185291	95403538	83	-0.5814
X8.3	chr2	95425514	97612897	45	-0.2056
X8.3	chr2	97694545	98253663	15	-0.5868
X8.3	chr2	98263674	130738773	210	-0.0044
X8.3	chr2	130765234	133246394	55	-0.3054
X8.3	chr2	133289139	243062105	727	-0.0171
X8.3	chr20	72813	62933111	732	-0.0792
X8.3	chr21	9825921	15439027	32	-0.5677
X8.3	chr21	15516190	48110916	355	-0.1065
X8.3	chr22	16112745	17742686	41	-0.3337
X8.3	chr22	17903629	22578269	134	-0.1108
X8.3	chr22	22599507	23918903	83	-0.3231
X8.3	chr22	23962573	51217556	433	-0.0389
X8.3	chr3	344684	197951774	1579	0.0096
X8.3	chr4	70639	456274	8	-0.4592
X8.3	chr4	513487	190395232	1031	-0.0143
X8.3	chr4	190873151	191012789	16	-0.4365
X8.3	chr5	165229	141511037	807	-0.0111
X8.3	chr5	141698006	156757847	120	-0.4214
X8.3	chr5	156770668	180794766	200	-0.0281
X8.3	chr6	106387	29455106	304	-0.0442
X8.3	chr6	29499271	29976046	40	-0.4888
X8.3	chr6	29999102	170949159	1108	-0.0198
X8.3	chr7	246840	57023531	438	0.2736
X8.3	chr7	57068225	64852375	42	-0.0799
X8.3	chr7	65146706	104654320	380	0.2384
X8.3	chr7	104704717	141989251	245	0.3742
X8.3	chr7	142001001	159025096	227	0.1972
X8.3	chr8	116546	6886587	30	-0.0327
X8.3	chr8	6913543	14710983	125	-0.2521
X8.3	chr8	15449441	146279590	801	-0.0741
X8.3	chr9	13254	21967437	125	-0.0946
X8.3	chr9	21981525	25677626	8	-0.9769
X8.3	chr9	26866742	141125040	961	-0.0843
